zi,pinyin,gailv
3190,绢,juan,-10.868539876742972
3191,撅,jue,-11.561687057302917
3192,攫,jue,-10.868539876742972
3193,抉,jue,-11.561687057302917
3194,倔,jue,-10.868539876742972
3195,觉,jiao,-10.463074768634808
3196,诀,jue,-10.463074768634808
3197,窍,qiao,-9.952249144868818
3198,均,jun,-8.26585019129859
3199,垦,ken,-9.259101964308872
3200,屯,tun,-9.364462479966699
3201,谘,zi,-10.175392696183028
3202,饷,xiang,-10.868539876742972
3203,俊,juan,-11.561687057302917
3204,竣,jun,-11.561687057302917
3205,浚,jun,-10.175392696183028
3206,郡,jun,-10.868539876742972
3207,琅,lang,-10.463074768634808
3208,咖,ga,-11.561687057302917
3209,喱,li,-11.561687057302917
3210,卡,qia,-11.561687057302917
3211,其,ji,-11.561687057302917
3212,卡,ken,-11.561687057302917
3213,帕,pa,-9.769927588074863
3214,咯,ge,-10.175392696183028
3215,咯,ka,-11.561687057302917
3216,咯,lo,-11.561687057302917
3217,吱,zhi,-10.175392696183028
3218,镰,lian,-10.868539876742972
3219,拓,tuo,-9.615776908247605
3220,胃,wei,-9.076780407514917
3221,轩,xuan,-10.175392696183028
3222,凿,zao,-9.769927588074863
3223,揩,kai,-11.561687057302917
3224,楷,kai,-10.868539876742972
3225,凯,kai,-9.076780407514917
3226,坎,kan,-10.175392696183028
3227,坷,ke,-11.561687057302917
3228,砍,kan,-10.175392696183028
3229,乃,nai,-9.615776908247605
3230,狄,di,-10.463074768634808
3231,熙,xi,-10.175392696183028
3232,慷,kang,-10.463074768634808
3233,糠,kang,-10.175392696183028
3234,扛,gang,-11.561687057302917
3235,扛,kang,-11.561687057302917
3236,拷,kao,-10.463074768634808
3237,苛,ke,-9.615776908247605
3238,棵,ke,-11.561687057302917
3239,磕,ke,-10.868539876742972
3240,颗,ke,-10.463074768634808
3241,壳,qiao,-11.561687057302917
3242,咳,hai,-11.561687057302917
3243,咳,ke,-10.868539876742972
3244,嗽,sou,-11.561687057302917
3245,怜,lian,-10.175392696183028
3246,悌,ti,-11.561687057302917
3247,啃,ken,-10.868539876742972
3248,坑,keng,-9.259101964308872
3249,吭,hang,-10.868539876742972
3250,吭,keng,-10.463074768634808
3251,旷,kuang,-9.769927588074863
3252,却,que,-9.259101964308872
3253,侦,zhen,-9.364462479966699
3254,孟,meng,-9.076780407514917
3255,雀,que,-9.076780407514917
3256,抠,kou,-10.868539876742972
3257,吻,wen,-10.175392696183028
3258,寇,kou,-10.175392696183028
3259,萎,wei,-9.952249144868818
3260,哭,ku,-9.364462479966699
3261,啼,ti,-10.463074768634808
3262,窿,long,-11.561687057302917
3263,卤,lu,-9.482245515623083
3264,涩,se,-10.463074768634808
3265,冥,ming,-10.868539876742972
3266,垮,kua,-10.868539876742972
3267,挎,kua,-10.463074768634808
3268,筷,kuai,-10.868539876742972
3269,窄,zhai,-10.463074768634808
3270,匡,kuang,-10.175392696183028
3271,筐,kuang,-10.463074768634808
3272,妄,wang,-9.769927588074863
3273,眶,kuang,-10.463074768634808
3274,窥,kui,-10.463074768634808
3275,葵,kui,-10.868539876742972
3276,梧,wu,-10.463074768634808
3277,傀,kui,-11.561687057302917
3278,儡,lei,-11.561687057302917
3279,疡,yang,-10.868539876742972
3280,坤,kun,-10.868539876742972
3281,昆,kun,-9.259101964308872
3282,捆,kun,-10.868539876742972
3283,垃,la,-9.952249144868818
3284,圾,ji,-9.952249144868818
3285,伸,shen,-8.789098335063137
3286,屎,shi,-10.868539876742972
3287,烛,zhu,-10.463074768634808
3288,茵,yin,-11.561687057302917
3289,侗,tong,-11.561687057302917
3290,猿,yuan,-10.868539876742972
3291,拦,lan,-9.163791784504548
3292,阑,lan,-11.561687057302917
3293,懒,lan,-9.615776908247605
3294,漫,man,-8.517164619579495
3295,榔,lang,-10.868539876742972
3296,狈,bei,-10.463074768634808
3297,顿,du,-11.561687057302917
3298,箝,qian,-11.561687057302917
3299,庞,pang,-9.769927588074863
3300,邱,qiu,-10.868539876742972
3301,挝,wo,-11.561687057302917
3302,鹰,ying,-9.769927588074863
3303,郑,zheng,-9.482245515623083
3304,朱,zhu,-9.163791784504548
3305,幺,yao,-10.868539876742972
3306,佬,lao,-11.561687057302917
3307,姥,lao,-10.463074768634808
3308,烙,lao,-10.463074768634808
3309,霆,ting,-10.868539876742972
3310,镭,lei,-10.868539876742972
3311,赘,zhui,-10.463074768634808
3312,擂,lei,-10.868539876742972
3313,肋,lei,-10.463074768634808
3314,棱,leng,-9.259101964308872
3315,锥,zhui,-9.364462479966699
3316,楞,leng,-11.561687057302917
3317,杉,shan,-9.769927588074863
3318,轧,zha,-8.99673769984138
3319,铧,hua,-11.561687057302917
3320,漓,li,-10.463074768634808
3321,识,zhi,-9.615776908247605
3322,李,li,-8.470644603944603
3323,钊,zhao,-10.868539876742972
3324,渊,yuan,-9.952249144868818
3325,岚,lan,-10.868539876742972
3326,煜,yu,-11.561687057302917
3327,弄,long,-10.868539876742972
3328,鲤,li,-11.561687057302917
3329,莉,li,-9.482245515623083
3330,荔,li,-11.561687057302917
3331,砾,li,-10.175392696183028
3332,窦,dou,-10.868539876742972
3333,诱,you,-9.163791784504548
3334,傈,li,-11.561687057302917
3335,僳,su,-11.561687057302917
3336,嗣,si,-9.952249144868818
3337,宛,wan,-10.463074768634808
3338,沥,li,-9.952249144868818
3339,隶,li,-9.076780407514917
3340,哩,li,-10.463074768634808
3341,袂,mei,-11.561687057302917
3342,乘,sheng,-11.561687057302917
3343,牍,du,-11.561687057302917
3344,裙,qun,-9.952249144868818
3345,悯,min,-11.561687057302917
3346,栖,qi,-9.769927588074863
3347,鬓,bin,-10.175392696183028
3348,晾,liang,-10.463074768634808
3349,谅,liang,-10.175392696183028
3350,撩,liao,-10.463074768634808
3351,聊,liao,-9.259101964308872
3352,燎,liao,-10.868539876742972
3353,寥,liao,-9.952249144868818
3354,辽,liao,-9.259101964308872
3355,撂,liao,-10.868539876742972
3356,镣,liao,-10.868539876742972
3357,铐,kao,-10.463074768634808
3358,廖,liao,-11.561687057302917
3359,敦,deng,-11.561687057302917
3360,摹,mo,-10.463074768634808
3361,沂,yi,-10.868539876742972
3362,鳞,lin,-10.175392696183028
3363,冽,lie,-11.561687057302917
3364,赁,lin,-10.868539876742972
3365,拎,ling,-11.561687057302917
3366,珑,long,-10.868539876742972
3367,菱,ling,-10.463074768634808
3368,铛,dang,-10.463074768634808
3369,伶,ling,-11.561687057302917
3370,俐,li,-11.561687057302917
3371,羚,ling,-11.561687057302917
3372,芝,zhi,-9.615776908247605
3373,柩,jiu,-11.561687057302917
3374,南,n,-11.561687057302917
3375,衔,xian,-9.615776908247605
3376,另,ling,-10.175392696183028
3377,疼,teng,-9.615776908247605
3378,尊,zun,-8.99673769984138
3379,榴,liu,-10.175392696183028
3380,钡,bei,-10.463074768634808
3381,铵,an,-9.952249144868818
3382,刘,liu,-9.364462479966699
3383,粟,su,-10.868539876742972
3384,氓,mang,-11.561687057302917
3385,逝,shi,-10.463074768634808
3386,淌,tang,-10.868539876742972
3387,牺,xi,-9.952249144868818
3388,牲,sheng,-9.615776908247605
3389,蜚,fei,-10.868539876742972
3390,荫,yin,-9.615776908247605
3391,六,lu,-11.561687057302917
3392,潭,tan,-9.769927588074863
3393,哑,ya,-9.615776908247605
3394,垄,long,-9.163791784504548
3395,搂,lou,-10.868539876742972
3396,漏,lou,-8.517164619579495
3397,勺,shao,-10.868539876742972
3398,苇,wei,-9.952249144868818
3399,笙,sheng,-10.868539876742972
3400,旺,wang,-9.769927588074863
3401,颅,lu,-10.463074768634808
3402,膛,tang,-10.868539876742972
3403,迅,xun,-10.175392696183028
3404,碌,lu,-9.952249144868818
3405,茸,rong,-10.868539876742972
3406,陆,liu,-11.561687057302917
3407,戮,lu,-10.868539876742972
3408,驴,lv,-10.868539876742972
3409,屡,lv,-9.769927588074863
3410,缕,lv,-10.175392696183028
3411,氰,qing,-9.769927588074863
3412,孪,luan,-11.561687057302917
3413,滦,luan,-10.868539876742972
3414,抡,lun,-11.561687057302917
3415,廓,kuo,-11.561687057302917
3416,拖,tuo,-8.671315299406753
3417,蛳,si,-11.561687057302917
3418,莎,sha,-10.175392696183028
3419,箩,luo,-10.868539876742972
3420,骡,luo,-10.463074768634808
3421,落,la,-10.868539876742972
3422,落,lao,-10.463074768634808
3423,矶,ji,-10.868539876742972
3424,骆,luo,-10.868539876742972
3425,驼,tuo,-10.868539876742972
3426,绎,yi,-11.561687057302917
3427,咪,mi,-10.868539876742972
3428,痹,bi,-10.175392696183028
3429,蚂,ma,-10.868539876742972
3430,蚱,zha,-11.561687057302917
3431,俑,yong,-10.175392696183028
3432,蹄,ti,-9.482245515623083
3433,鬃,zong,-10.868539876742972
3434,埋,man,-11.561687057302917
3435,麸,fu,-10.868539876742972
3436,瞒,man,-10.868539876742972
3437,馒,man,-11.561687057302917
3438,蔓,man,-10.868539876742972
3439,菁,jing,-10.868539876742972
3440,谩,man,-11.561687057302917
3441,硝,xiao,-8.853636856200708
3442,锚,mao,-9.769927588074863
3443,毡,zhan,-9.952249144868818
3444,殊,shu,-9.259101964308872
3445,铆,mao,-11.561687057302917
3446,卯,mao,-11.561687057302917
3447,浼,mei,-11.561687057302917
3448,昧,mei,-9.482245515623083
3449,梢,shao,-10.868539876742972
3450,每,mei,-9.163791784504548
3451,泗,si,-10.868539876742972
3452,寐,mei,-10.868539876742972
3453,萌,meng,-9.952249144868818
3454,猛,meng,-8.383633226954972
3455,兽,shou,-9.076780407514917
3456,呓,yi,-11.561687057302917
3457,轲,ke,-11.561687057302917
3458,眯,mi,-9.952249144868818
3459,糜,mi,-11.561687057302917
3460,惘,wang,-10.868539876742972
3461,弥,mi,-9.482245515623083
3462,吐,tu,-8.789098335063137
3463,秘,bi,-10.175392696183028
3464,觅,mi,-10.868539876742972
3465,蚜,ya,-10.868539876742972
3466,勉,mian,-10.463074768634808
3467,缅,mian,-10.175392696183028
3468,觑,qu,-11.561687057302917
3469,圃,pu,-10.463074768634808
3470,描,miao,-9.259101964308872
3471,瞄,miao,-10.868539876742972
3472,藐,miao,-11.561687057302917
3473,渺,miao,-10.463074768634808
3474,蔑,mie,-10.175392696183028
3475,讼,song,-9.769927588074863
3476,也,ye,-9.163791784504548
3477,抿,min,-11.561687057302917
3478,闽,min,-9.482245515623083
3479,晰,xi,-10.463074768634808
3480,岐,qi,-11.561687057302917
3481,铭,ming,-9.482245515623083
3482,蘑,mo,-11.561687057302917
3483,砺,li,-11.561687057302917
3484,抹,ma,-10.868539876742972
3485,抹,mo,-9.615776908247605
3486,煞,sha,-9.952249144868818
3487,奈,nai,-9.769927588074863
3488,契,qi,-9.482245515623083
3489,庵,an,-10.868539876742972
3490,陌,mo,-10.463074768634808
3491,牟,mou,-10.175392696183028
3492,某,mou,-9.769927588074863
3493,牡,mu,-10.463074768634808
3494,暮,mu,-10.463074768634808
3495,募,mu,-9.952249144868818
3496,峪,yu,-11.561687057302917
3497,樨,xi,-11.561687057302917
3498,畜,xu,-9.615776908247605
3499,哪,na,-9.076780407514917
3500,哪,nei,-9.952249144868818
3501,呐,na,-10.175392696183028
3502,那,ne,-11.561687057302917
3503,那,nei,-8.565954783748927
3504,末,me,-10.868539876742972
3505,娃,wa,-9.952249144868818
3506,什,she,-11.561687057302917
3507,黏,nian,-9.163791784504548
3508,寻,xun,-9.076780407514917
3509,南,na,-10.868539876742972
3510,匈,xiong,-10.463074768634808
3511,苑,yuan,-10.868539876742972
3512,诏,zhao,-10.463074768634808
3513,男,nan,-8.229482547127715
3514,胚,pei,-9.259101964308872
3515,呢,ne,-10.868539876742972
3516,馁,nei,-10.868539876742972
3517,疚,jiu,-11.561687057302917
3518,讧,hong,-11.561687057302917
3519,霓,ni,-10.175392696183028
3520,泞,ning,-11.561687057302917
3521,鳅,qiu,-11.561687057302917
3522,瀑,pu,-10.463074768634808
3523,你,ni,-9.259101964308872
3524,腻,ni,-10.463074768634808
3525,溺,ni,-10.868539876742972
3526,蔫,nian,-10.868539876742972
3527,碾,nian,-10.868539876742972
3528,撵,nian,-11.561687057302917
3529,酿,niang,-10.175392696183028
3530,酿,nian,-11.561687057302917
3531,尿,sui,-11.561687057302917
3532,捏,nie,-10.868539876742972
3533,聂,nie,-11.561687057302917
3534,孽,nie,-10.868539876742972
3535,啮,nie,-11.561687057302917
3536,镊,nie,-11.561687057302917
3537,镍,nie,-11.561687057302917
3538,您,nin,-10.463074768634808
3539,柠,ning,-9.952249144868818
3540,檬,meng,-11.561687057302917
3541,狞,ning,-10.868539876742972
3542,拧,ning,-9.952249144868818
3543,仔,zai,-10.463074768634808
3544,纽,niu,-9.364462479966699
3545,缩,su,-10.463074768634808
3546,铀,you,-10.868539876742972
3547,艳,yan,-9.769927588074863
3548,渔,yu,-8.426192841373767
3549,谚,yan,-10.463074768634808
3550,婢,bi,-11.561687057302917
3551,婿,xu,-10.463074768634808
3552,婴,ying,-10.175392696183028
3553,疟,nve,-10.868539876742972
3554,挪,nuo,-10.175392696183028
3555,懦,nuo,-10.463074768634808
3556,糯,nuo,-10.868539876742972
3557,哦,e,-11.561687057302917
3558,哦,o,-10.463074768634808
3559,哦,wo,-11.561687057302917
3560,藕,ou,-11.561687057302917
3561,呕,ou,-10.463074768634808
3562,沤,ou,-11.561687057302917
3563,啪,pa,-10.868539876742972
3564,趴,pa,-11.561687057302917
3565,爬,pa,-9.482245515623083
3566,摄,she,-8.617248078136477
3567,匾,bian,-10.463074768634808
3568,徘,pai,-11.561687057302917
3569,徊,huai,-11.561687057302917
3570,踞,ju,-11.561687057302917
3571,磐,pan,-11.561687057302917
3572,盼,pan,-10.175392696183028
3573,乓,pang,-9.615776908247605
3574,耪,pang,-11.561687057302917
3575,抛,pao,-9.482245515623083
3576,咆,pao,-11.561687057302917
3577,哮,xiao,-10.868539876742972
3578,刨,bao,-9.952249144868818
3579,刨,pao,-11.561687057302917
3580,炮,bao,-10.868539876742972
3581,呸,pei,-11.561687057302917
3582,裴,pei,-11.561687057302917
3583,瑶,yao,-10.175392696183028
3584,洒,sa,-10.175392696183028
3585,嚏,ti,-11.561687057302917
3586,栽,zai,-9.769927588074863
3587,砰,peng,-11.561687057302917
3588,抨,peng,-11.561687057302917
3589,烹,peng,-10.463074768634808
3590,饪,ren,-11.561687057302917
3591,澎,peng,-10.463074768634808
3592,湃,pai,-11.561687057302917
3593,彭,peng,-10.175392696183028
3594,硼,peng,-10.868539876742972
3595,膨,peng,-9.615776908247605
3596,碰,peng,-9.482245515623083
3597,砒,pi,-11.561687057302917
3598,霹,pi,-11.561687057302917
3599,雳,li,-11.561687057302917
3600,披,pi,-9.615776908247605
3601,劈,pi,-10.175392696183028
3602,琵,pi,-11.561687057302917
3603,琶,pa,-11.561687057302917
3604,毗,pi,-10.463074768634808
3605,啤,pi,-10.175392696183028
3606,绽,zhan,-10.463074768634808
3607,茄,jia,-10.463074768634808
3608,譬,pi,-10.868539876742972
3609,颇,po,-10.175392696183028
3610,瘫,tan,-10.463074768634808
3611,袒,tan,-10.463074768634808
3612,漂,piao,-9.364462479966699
3613,瓢,piao,-11.561687057302917
3614,撇,pie,-9.615776908247605
3615,瞥,pie,-10.463074768634808
3616,频,gai,-11.561687057302917
3617,频,ping,-11.561687057302917
3618,仍,reng,-10.175392696183028
3619,瘠,ji,-10.868539876742972
3620,乒,ping,-9.615776908247605
3621,苹,ping,-9.615776908247605
3622,仄,ze,-11.561687057302917
3623,屏,ping,-9.482245515623083
3624,娑,suo,-11.561687057302917
3625,迫,pai,-10.463074768634808
3626,朔,shuo,-10.463074768634808
3627,莆,pu,-11.561687057302917
3628,葡,pu,-9.615776908247605
3629,萄,tao,-9.769927588074863
3630,蒲,pu,-10.868539876742972
3631,洱,er,-11.561687057302917
3632,曝,pu,-10.463074768634808
3633,晒,shai,-9.364462479966699
3634,瀑,bao,-11.561687057302917
3635,欺,qi,-9.259101964308872
3636,侮,wu,-10.463074768634808
3637,凄,qi,-10.463074768634808
3638,柒,qi,-11.561687057302917
3639,沏,qi,-10.868539876742972
3640,奇,ji,-10.868539876742972
3641,岖,qu,-10.868539876742972
3642,脐,qi,-10.868539876742972
3643,祈,qi,-9.952249144868818
3644,骑,qi,-8.99673769984138
3645,贪,tan,-9.259101964308872
3646,岂,qi,-9.769927588074863
3647,乞,qi,-10.175392696183028
3648,丐,gai,-10.868539876742972
3649,砌,qi,-11.561687057302917
3650,皿,min,-10.868539876742972
3651,氛,fen,-11.561687057302917
3652,汹,xiong,-9.952249144868818
3653,奄,yan,-10.175392696183028
3654,迄,qi,-10.868539876742972
3655,掐,qia,-11.561687057302917
3656,恰,qia,-9.163791784504548
3657,牵,qian,-8.728473713246702
3658,扦,qian,-11.561687057302917
3659,迢,tiao,-10.175392696183028
3660,徙,xi,-11.561687057302917
3661,仟,qian,-11.561687057302917
3662,谦,qian,-9.482245515623083
3663,黔,qian,-11.561687057302917
3664,琛,chen,-11.561687057302917
3665,兆,zhao,-9.482245515623083
3666,谴,qian,-11.561687057302917
3667,堑,qian,-10.463074768634808
3668,嵌,qian,-10.868539876742972
3669,羌,qiang,-11.561687057302917
3670,蔷,qiang,-10.868539876742972
3671,薇,wei,-10.868539876742972
3672,橇,qiao,-10.868539876742972
3673,锹,qiao,-10.868539876742972
3674,敲,qiao,-9.364462479966699
3675,瞧,qiao,-10.463074768634808
3676,鞘,qiao,-10.463074768634808
3677,撬,qiao,-11.561687057302917
3678,翘,qiao,-10.868539876742972
3679,俏,qiao,-10.868539876742972
3680,削,xiao,-9.482245515623083
3681,钦,qin,-9.952249144868818
3682,亲,qing,-10.463074768634808
3683,昵,ni,-11.561687057302917
3684,擒,qin,-10.463074768634808
3685,蛙,wa,-10.868539876742972
3686,睐,lai,-11.561687057302917
3687,稞,ke,-11.561687057302917
3688,倾,qing,-8.426192841373767
3689,澈,che,-11.561687057302917
3690,晴,qing,-9.482245515623083
3691,奢,she,-9.952249144868818
3692,囚,qiu,-10.463074768634808
3693,酋,qiu,-10.868539876742972
3694,区,ou,-10.868539876742972
3695,蛆,qu,-11.561687057302917
3696,龋,qu,-11.561687057302917
3697,痊,quan,-11.561687057302917
3698,踢,ti,-9.952249144868818
3699,犬,quan,-11.561687057302917
3700,瘸,que,-10.868539876742972
3701,攘,rang,-10.175392696183028
3702,恕,shu,-11.561687057302917
3703,惹,re,-10.175392696183028
3704,忱,chen,-11.561687057302917
3705,壬,ren,-11.561687057302917
3706,荟,hui,-10.868539876742972
3707,萃,cui,-10.175392696183028
3708,妊,ren,-11.561687057302917
3709,娠,shen,-11.561687057302917
3710,扔,reng,-10.463074768634808
3711,斋,zhai,-10.175392696183028
3712,膺,ying,-11.561687057302917
3713,冗,rong,-11.561687057302917
3714,馅,xian,-10.868539876742972
3715,粽,zong,-10.868539876742972
3716,蠕,ru,-11.561687057302917
3717,荼,tu,-10.868539876742972
3718,汝,ru,-10.463074768634808
3719,岱,dai,-10.868539876742972
3720,腭,e,-11.561687057302917
3721,阮,ruan,-11.561687057302917
3722,撒,sa,-8.92262972768766
3723,腮,sai,-11.561687057302917
3724,勒,se,-11.561687057302917
3725,戟,ji,-11.561687057302917
3726,申,shen,-8.617248078136477
3727,叁,san,-11.561687057302917
3728,嗓,sang,-10.175392696183028
3729,搔,sao,-11.561687057302917
3730,帚,zhou,-10.868539876742972
3731,瑟,se,-10.868539876742972
3732,色,shai,-11.561687057302917
3733,釉,you,-10.868539876742972
3734,刹,sha,-10.868539876742972
3735,枣,zao,-9.769927588074863
3736,傻,sha,-10.463074768634808
3737,垡,fa,-10.868539876742972
3738,珊,shan,-9.952249144868818
3739,瑚,hu,-10.868539876742972
3740,查,zha,-11.561687057302917
3741,麓,lu,-11.561687057302917
3742,崖,ya,-9.615776908247605
3743,芋,yu,-10.463074768634808
3744,坳,ao,-11.561687057302917
3745,楂,zha,-11.561687057302917
3746,删,shan,-10.175392696183028
3747,煽,shan,-10.463074768634808
3748,烁,shuo,-11.561687057302917
3749,陕,shan,-10.175392696183028
3750,擅,shan,-10.463074768634808
3751,赡,shan,-10.868539876742972
3752,膳,shan,-10.868539876742972
3753,汕,shan,-11.561687057302917
3754,贾,gu,-11.561687057302917
3755,榷,que,-11.561687057302917
3756,鞅,yang,-11.561687057302917
3757,溯,su,-10.463074768634808
3758,谕,yu,-10.868539876742972
3759,颌,he,-10.868539876742972
3760,梢,sao,-11.561687057302917
3761,捎,shao,-9.952249144868818
3762,稍,shao,-9.615776908247605
3763,芍,shao,-11.561687057302917
3764,韶,shao,-10.868539876742972
3765,邵,shao,-10.463074768634808
3766,稷,ji,-10.868539876742972
3767,砷,shen,-11.561687057302917
3768,呻,shen,-11.561687057302917
3769,卒,zu,-10.175392696183028
3770,圳,zhen,-10.868539876742972
3771,邃,sui,-11.561687057302917
3772,奕,yi,-10.463074768634808
3773,沈,shen,-10.175392696183028
3774,肾,shen,-9.952249144868818
3775,嘶,si,-10.868539876742972
3776,攸,you,-11.561687057302917
3777,涯,ya,-10.463074768634808
3778,甥,sheng,-10.868539876742972
3779,圣,shang,-11.561687057302917
3780,旨,zhi,-9.615776908247605
3781,狮,shi,-9.769927588074863
3782,漉,lu,-10.868539876742972
3783,虱,shi,-11.561687057302917
3784,石,dan,-11.561687057302917
3785,拾,shi,-9.952249144868818
3786,髦,mao,-11.561687057302917
3787,食,si,-10.868539876742972
3788,矢,shi,-10.175392696183028
3789,柿,shi,-10.868539876742972
3790,嗜,shi,-10.868539876742972
3791,噬,shi,-10.868539876742972
3792,仕,shi,-10.868539876742972
3793,迦,jia,-10.868539876742972
3794,侩,kuai,-11.561687057302917
3795,腕,wan,-10.868539876742972
3796,札,zha,-10.463074768634808
3797,镯,zhuo,-10.463074768634808
3798,舒,shu,-9.076780407514917
3799,淑,shu,-10.463074768634808
3800,铮,zheng,-10.463074768634808
3801,孰,shu,-11.561687057302917
3802,曙,shu,-11.561687057302917
3803,蜀,shu,-10.463074768634808
3804,戍,shu,-10.463074768634808
3805,数,shuo,-11.561687057302917
3806,漱,shu,-11.561687057302917
3807,耍,shua,-10.175392696183028
3808,摔,shuai,-9.952249144868818
3809,跤,jiao,-11.561687057302917
3810,衰,cui,-10.463074768634808
3811,甩,shuai,-11.561687057302917
3812,拴,shuan,-11.561687057302917
3813,谁,shei,-10.463074768634808
3814,谁,shui,-10.868539876742972
3815,杉,sha,-11.561687057302917
3816,螅,xi,-10.868539876742972
3817,吮,shun,-10.868539876742972
3818,瞬,shun,-9.615776908247605
3819,撕,si,-9.769927588074863
3820,忖,cun,-11.561687057302917
3821,塾,shu,-11.561687057302917
3822,亡,wan,-11.561687057302917
3823,惮,dan,-11.561687057302917
3824,铨,quan,-11.561687057302917
3825,伺,ci,-11.561687057302917
3826,伺,si,-11.561687057302917
3827,似,shi,-11.561687057302917
3828,弛,chi,-11.561687057302917
3829,搜,sou,-9.259101964308872
3830,酥,su,-9.769927588074863
3831,速,shu,-11.561687057302917
3832,汤,shang,-11.561687057302917
3833,酐,gan,-11.561687057302917
3834,虽,sui,-9.952249144868818
3835,隋,sui,-10.175392696183028
3836,炀,yang,-11.561687057302917
3837,绥,sui,-10.463074768634808
3838,隧,sui,-10.868539876742972
3839,膑,bin,-10.868539876742972
3840,伯,bai,-11.561687057302917
3841,马,luo,-11.561687057302917
3842,兰,men,-11.561687057302917
3843,她,ta,-10.868539876742972
3844,獭,ta,-11.561687057302917
3845,坍,tan,-10.868539876742972
3846,婪,lan,-11.561687057302917
3847,枉,wang,-10.175392696183028
3848,痪,huan,-11.561687057302917
3849,檀,tan,-11.561687057302917
3850,痰,tan,-10.868539876742972
3851,盂,yu,-11.561687057302917
3852,谭,tan,-10.868539876742972
3853,噶,ga,-10.868539876742972
3854,疽,ju,-11.561687057302917
3855,搪,tang,-11.561687057302917
3856,倌,guan,-10.868539876742972
3857,倘,tang,-10.175392696183028
3858,躺,tang,-10.868539876742972
3859,趟,tang,-10.868539876742972
3860,掏,tao,-10.463074768634808
3861,滔,tao,-9.769927588074863
3862,绦,tao,-10.868539876742972
3863,淘,tao,-10.463074768634808
3864,汰,tai,-10.868539876742972
3865,藤,teng,-10.463074768634808
3866,剔,ti,-10.463074768634808
3867,提,di,-11.561687057302917
3868,剃,ti,-10.868539876742972
3869,永,yong,-7.84811499059861
3870,竺,zhu,-11.561687057302917
3871,埂,geng,-11.561687057302917
3872,甜,tian,-9.163791784504548
3873,恬,tian,-11.561687057302917
3874,舔,tian,-11.561687057302917
3875,衅,xin,-10.868539876742972
3876,眺,tiao,-10.868539876742972
3877,蚤,zao,-10.868539876742972
3878,锨,xian,-11.561687057302917
3879,砧,zhen,-10.868539876742972
3880,宵,xiao,-9.482245515623083
3881,衢,qu,-11.561687057302917
3882,瞳,tong,-11.561687057302917
3883,捅,tong,-11.561687057302917
3884,偷,tou,-8.470644603944603
3885,鹫,jiu,-11.561687057302917
3886,兀,wu,-10.868539876742972
3887,厥,jue,-11.561687057302917
3888,宰,zai,-9.615776908247605
3889,蕃,fan,-11.561687057302917
3890,湍,tuan,-10.868539876742972
3891,挽,wan,-9.769927588074863
3892,诿,wei,-11.561687057302917
3893,颓,tui,-11.561687057302917
3894,蜕,tui,-10.175392696183028
3895,褪,tun,-11.561687057302917
3896,臀,tun,-10.463074768634808
3897,椭,tuo,-10.463074768634808
3898,焘,tao,-11.561687057302917
3899,唾,tuo,-10.175392696183028
3900,挖,wa,-9.259101964308872
3901,哇,wa,-10.463074768634808
3902,邪,xie,-9.615776908247605
3903,豌,wan,-11.561687057302917
3904,丸,wan,-10.463074768634808
3905,皖,wan,-11.561687057302917
3906,惋,wan,-11.561687057302917
3907,婉,wan,-10.463074768634808
3908,汪,wang,-9.769927588074863
3909,慑,she,-10.868539876742972
3910,胁,xie,-10.463074768634808
3911,巍,wei,-10.175392696183028
3912,桅,wei,-11.561687057302917
3913,潍,wei,-11.561687057302917
3914,吾,wu,-9.769927588074863
3915,尾,yi,-10.868539876742972
3916,蔚,wei,-9.615776908247605
3917,渭,wei,-11.561687057302917
3918,脉,mo,-10.868539876742972
3919,驯,xun,-9.952249144868818
3920,馨,xin,-10.868539876742972
3921,蚊,wen,-10.175392696183028
3922,娱,yu,-10.175392696183028
3923,紊,wen,-10.463074768634808
3924,嗡,weng,-10.463074768634808
3925,瓮,weng,-11.561687057302917
3926,涡,wo,-10.463074768634808
3927,涡,guo,-10.868539876742972
3928,斡,wo,-11.561687057302917
3929,巫,wu,-10.175392696183028
3930,呜,wu,-10.175392696183028
3931,鸦,ya,-10.175392696183028
3932,桕,jiu,-11.561687057302917
3933,垠,yin,-11.561687057302917
3934,梓,zi,-10.868539876742972
3935,晗,han,-11.561687057302917
3936,毋,wu,-10.463074768634808
3937,缤,bin,-10.868539876742972
3938,戊,wu,-10.463074768634808
3939,戌,xu,-10.463074768634808
3940,矽,xi,-9.952249144868818
3941,嘻,xi,-9.769927588074863
3942,粥,zhou,-10.868539876742972
3943,涧,jian,-11.561687057302917
3944,犀,xi,-10.463074768634808
3945,檄,xi,-11.561687057302917
3946,铣,xi,-10.868539876742972
3947,铣,xian,-11.561687057302917
3948,洗,xian,-11.561687057302917
3949,澡,zao,-9.952249144868818
3950,系,ji,-10.868539876742972
3951,瞎,xia,-9.769927588074863
3952,狭,xia,-9.769927588074863
3953,厦,xia,-10.463074768634808
3954,掀,xian,-10.463074768634808
3955,纤,qian,-11.561687057302917
3956,咸,xian,-9.482245515623083
3957,羡,xian,-10.868539876742972
3958,阱,jing,-11.561687057302917
3959,镶,xiang,-10.868539876742972
3960,槟,bin,-10.868539876742972
3961,襄,xiang,-10.463074768634808
3962,湘,xiang,-11.561687057302917
3963,萧,xiao,-9.615776908247605
3964,尹,yin,-10.868539876742972
